name,location,currency,price,participants,organizer,period,invite,tags,logo_link,item_id,start_date,end_date
International Hackathon in Disruptive Information Solutions,Online,$,0,27,ITMO University,"Apr 23 - 25, 2021",False,"['Blockchain', 'Communication', 'IoT']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/433/324/datas/medium_square.jpeg,item-04802,2021-04-23,2021-04-25
Defense Hackathon SRM 2021,Online,₹,0,210,Srm University,"Mar 19 - 20, 2021",False,"['Blockchain', 'Cybersecurity', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/434/616/datas/medium_square.png,item-04803,2021-03-19,2021-03-20
DIVERSITY IN STEM,Online,$,0,29,Athens College,"Mar 20 - 21, 2021",False,"['Education', 'Social Good', 'Low/No Code']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/434/401/datas/medium_square.jpg,item-04804,2021-03-20,2021-03-21
HackPrinceton,Online,$,25690,179,Princeton University,"Apr 02 - 04, 2021",False,"['Social Good', 'Fintech', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/428/807/datas/medium_square.png,item-04805,2021-04-02,2021-04-04
Akshwani Haeck,Online,$,25000,139,aeLabs,"Apr 05 - May 07, 2021",False,"['Blockchain', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/433/925/datas/medium_square.png,item-04806,2021-04-05,2021-05-07
Solutions Incubator,Online,$,3000,36,McMaster Google Developer Student Clubs,"Mar 19 - 23, 2021",False,"['Beginner Friendly', 'Design', 'Health']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/433/990/datas/medium_square.png,item-04807,2021-03-19,2021-03-23
DVHacks III,Online,$,350,114,DVHacks III,"Mar 19 - 21, 2021",False,"['Beginner Friendly', 'Open Ended', 'AR/VR']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/433/153/datas/medium_square.png,item-04808,2021-03-19,2021-03-21
HackPSU Spring 2021,Online,$,2346,228,HackPSU,"Mar 19 - 21, 2021",False,['Beginner Friendly'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/433/155/datas/medium_square.png,item-04809,2021-03-19,2021-03-21
Seagate CORTX Integration Challenge,Online,$,23440,217,Seagate,"Apr 23 - 28, 2021",False,"['Enterprise', 'IoT', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/428/368/datas/medium_square.jpg,item-04810,2021-04-23,2021-04-28
UofT Fintech Pitchathon,Online,$CAD,1975,23,Investment Society and MTA,"Mar 21 - 29, 2021",False,"['Design', 'Fintech']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/428/294/datas/medium_square.png,item-04811,2021-03-21,2021-03-29
Codebrew 2021,Online,$,3900,123,CISSA,"Apr 16 - 18, 2021",False,"['Health', 'Social Good', 'Communication']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/433/254/datas/medium_square.png,item-04812,2021-04-16,2021-04-18
FutureHacks II 2021 Spring,Online,$,504,160,AiGo Learning,"Mar 15 - 28, 2021",False,"['Machine Learning/AI', 'Social Good', 'Beginner Friendly']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/435/910/datas/medium_square.jpg,item-04813,2021-03-15,2021-03-28
Google DSC PSBA - Ideathon 2021,Online,$,250,36,Google Developer Student Clubs @PSBA,"Mar 14 - 18, 2021",False,"['Beginner Friendly', 'Education', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/430/606/datas/medium_square.png,item-04814,2021-03-14,2021-03-18
CodeHers Hack!,Online,$,11000,101,CodeHers Collective,"Apr 03 - 05, 2021",False,"['Beginner Friendly', 'Social Good', 'Web']",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-04815,2021-04-03,2021-04-05
BioHacks 2021,Online,$CAD,600,43,UofT BCB Student Union,"Mar 13 - 14, 2021",False,"['COVID-19', 'Education', 'Health']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/429/991/datas/medium_square.png,item-04816,2021-03-13,2021-03-14
vhHacks 2021,Online,$CAD,1355,48,Vancouver High School Hackathon Assn,"Mar 26 - 28, 2021",False,"['Low/No Code', 'Beginner Friendly', 'Education']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/413/217/datas/medium_square.png,item-04817,2021-03-26,2021-03-28
"StacsHack 007, with Bloomberg & American Express",Online,£,0,53,STACS,"Mar 13 - 14, 2021",False,"['AR/VR', 'Design', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/429/179/datas/medium_square.png,item-04818,2021-03-13,2021-03-14
Hackabull 2021,Online,$,3776,149,Hackabull,"Mar 13 - 14, 2021",False,"['Education', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/429/958/datas/medium_square.png,item-04819,2021-03-13,2021-03-14
HackZurich 2021,Technopark Zurich,$,10500,818,HackZurich,"Sep 07 - 26, 2021",False,"['Mobile', 'Open Ended', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/429/737/datas/medium_square.png,item-04820,2021-09-07,2021-09-26
Lenovo Scholar Network 2021 National App Development Competition,Online,$,12500,115,NAF,"Mar 12 - May 06, 2021",False,"['Education', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/421/697/datas/medium_square.png,item-04821,2021-03-12,2021-05-06
T9Hacks 2021,Online,$,350,27,CU ATLAS Department,"Mar 20 - 21, 2021",False,"['Education', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/429/116/datas/medium_square.png,item-04822,2021-03-20,2021-03-21
MenloHacks 2021,Online,$,2565,70,Menlo School,"Mar 13 - 14, 2021",False,"['Beginner Friendly', 'Machine Learning/AI', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/422/472/datas/medium_square.png,item-04823,2021-03-13,2021-03-14
HealthTech 2021,Online,$,625,65,Other,"Mar 13 - 14, 2021",False,"['Health', 'Low/No Code', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/429/612/datas/medium_square.png,item-04824,2021-03-13,2021-03-14
HackUNT 2021,Online,$,2500,62,HackUNT,"Mar 13 - 14, 2021",False,"['Communication', 'Education', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/429/312/datas/medium_square.png,item-04825,2021-03-13,2021-03-14
"HackMerced VI (March 12-14, 2021)",Online,$,11400,144,HackMerced,"Mar 12 - 14, 2021",False,"['Cybersecurity', 'Social Good', 'Education']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/399/286/datas/medium_square.png,item-04826,2021-03-12,2021-03-14
Affinidi 'PoC'athon 2021,Online,$,15000,465,Affinidi,"Mar 26 - May 10, 2021",False,"['Blockchain', 'Fintech', 'Health']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/421/571/datas/medium_square.png,item-04827,2021-03-26,2021-05-10
HackVH,Online,$,12215,176,Vernon Hills High School CS Club,"Apr 16 - 18, 2021",False,"['Fintech', 'Social Good', 'Health']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/399/823/datas/medium_square.png,item-04828,2021-04-16,2021-04-18
Holy Hack,Online,€,4200,54,Academics for Technology Leuven,"Mar 26 - 27, 2021",False,['Education'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/425/743/datas/medium_square.png,item-04829,2021-03-26,2021-03-27
LingHacks III,Online,$,2400,47,LingHacks,"Mar 15 - 21, 2021",False,"['COVID-19', 'Education', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/428/430/datas/medium_square.png,item-04830,2021-03-15,2021-03-21
sHacks 2: The SQL,Online,$,0,29,WIlliam and Mary ACM,"Mar 11 - Apr 01, 2021",False,"['COVID-19', 'Lifehacks', 'Low/No Code']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/425/435/datas/medium_square.png,item-04831,2021-03-11,2021-04-01
Health & Well-being Hackathon,Online,$,400,54,Epoch,"Apr 09 - 12, 2021",False,"['COVID-19', 'Machine Learning/AI', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/418/996/datas/medium_square.png,item-04832,2021-04-09,2021-04-12
Hack-2-Connect 3.0,Online,$,325,36,Connecting Communities to Technology,"Mar 26 - 28, 2021",False,"['Health', 'Productivity', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/427/575/datas/medium_square.jpeg,item-04833,2021-03-26,2021-03-28
CodeFest,Online,$,2078,62,TechCodes,"Mar 14 - 20, 2021",False,['Social Good'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/422/503/datas/medium_square.png,item-04834,2021-03-14,2021-03-20
WiCS Hacks 2021,Online,$,1780,81,UT Austin WiCS,"Mar 06 - 07, 2021",False,"['Fintech', 'Productivity', 'Social Good']",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-04835,2021-03-06,2021-03-07
2021 CUES ‘Global solution’ Hackathon,Online,£,0,26,Cambridge university Engineering Society,"Mar 05 - 07, 2021",False,"['Social Good', 'Health', 'Design']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/379/965/datas/medium_square.png,item-04836,2021-03-05,2021-03-07
Hack Sprint Winter 2021,Online,$,150,9,UCLA ACM Hack,"Mar 05 - 10, 2021",False,['Education'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/420/674/datas/medium_square.png,item-04837,2021-03-05,2021-03-10
Tensor 2.0,Online,₹,10000,68,PES UNIVERSITY EC CAMPUS,"Mar 06 - 07, 2021",False,"['Education', 'Machine Learning/AI', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/421/248/datas/medium_square.png,item-04838,2021-03-06,2021-03-07
KleinHacks 2021,Online,$,2888,64,Klein ISD,"Mar 06 - 07, 2021",False,"['Design', 'Education', 'Low/No Code']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/419/975/datas/medium_square.png,item-04839,2021-03-06,2021-03-07
BeaverHacks Spring 2021,Online,$,400,103,Oregon State University Hackathon Club,"Apr 08 - 11, 2021",False,['Fintech'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/420/931/datas/medium_square.png,item-04840,2021-04-08,2021-04-11
EZHacks,Online,$CAD,1200,17,SFSS,"Mar 06, 2021",False,"['Design', 'Low/No Code', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/421/714/datas/medium_square.png,item-04841,2021-03-06,2021-03-13
HueHacks,Online,$,0,177,Major League Hacking,"Mar 26 - 28, 2021",False,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/421/651/datas/medium_square.png,item-04842,2021-03-26,2021-03-28
ClinHacks,Online,$,9860,92,Clinician Engineer Hub,"Mar 13 - 14, 2021",False,['Health'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/412/885/datas/medium_square.jpg,item-04843,2021-03-13,2021-03-14
HackCU 007,Online,$,2620,98,HackCU,"Mar 06 - 07, 2021",False,"['COVID-19', 'Design', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/421/242/datas/medium_square.jpg,item-04844,2021-03-06,2021-03-07
The Second H-Act,Online,$,0,130,Major League Hacking,"Mar 19 - 21, 2021",False,"['Music/Art', 'Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/421/149/datas/medium_square.png,item-04845,2021-03-19,2021-03-21
Build an unbiased fintech future,Online,$,86000,608,Finastra,"Mar 04 - Apr 04, 2021",False,"['Fintech', 'Machine Learning/AI', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/434/262/datas/medium_square.jpg,item-04846,2021-03-04,2021-04-04
Smart Roads - Winter Road Maintenance,Online,$,0,36,UiT The Arctic University of Norway,"Mar 26 - 28, 2021",False,"['Machine Learning/AI', 'IoT', 'AR/VR']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/390/328/datas/medium_square.jpg,item-04847,2021-03-26,2021-03-28
HooHacks 2021,Online,$,13560,824,HooHacks,"Mar 26 - 28, 2021",False,"['Education', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/412/344/datas/medium_square.png,item-04848,2021-03-26,2021-03-28
DeltaHacks 7,Online,$,15570,325,DeltaHacks,"Mar 06 - 07, 2021",False,"['Education', 'Health', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/420/677/datas/medium_square.jpg,item-04849,2021-03-06,2021-03-07
SF Hacks 2021,Online,$,3850,322,SF Hacks,"Mar 05 - 07, 2021",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/399/205/datas/medium_square.png,item-04850,2021-03-05,2021-03-07
MLH Fellowship Open Source Halfway Hackathon - Batch 2,Online,$,0,44,MLH,"Mar 08 - 15, 2021",False,"['Communication', 'Lifehacks', 'Productivity']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/380/536/datas/medium_square.jpg,item-04851,2021-03-08,2021-03-15
6ixSide Hacks,Online,$,900,22,ESRI,"Mar 05 - 07, 2021",False,"['COVID-19', 'Education', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/420/000/datas/medium_square.png,item-04852,2021-03-05,2021-03-07
LCW ACM Student Chapter Hack It Apart,Online,$,50,27,touro,"Mar 07, 2021",False,['Education'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-04853,2021-03-07,2021-03-14
HackHull: MedHack 2021,Online,£,575,35,HackHull,"Mar 06 - 07, 2021",False,"['AR/VR', 'Machine Learning/AI', 'Health']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/389/194/datas/medium_square.png,item-04854,2021-03-06,2021-03-07
PantherHack 2021,Online,$,15712,126,Princeton Day School,"Apr 10 - 11, 2021",False,"['COVID-19', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/418/640/datas/medium_square.JPG,item-04855,2021-04-10,2021-04-11
TartanHacks 2021,Online,$,13550,99,ScottyLabs,"Mar 05 - 07, 2021",False,"['Communication', 'Design', 'Productivity']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/419/983/datas/medium_square.png,item-04856,2021-03-05,2021-03-07
Hailo MAD Hacks,Hailo HQ,$,0,40,Other,"Mar 10 - 11, 2021",False,['Machine Learning/AI'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/411/586/datas/medium_square.png,item-04857,2021-03-10,2021-03-11
AdaHacks III,Online,$,1200,78,Saint Francis High School,"Mar 01 - 14, 2021",False,"['Social Good', 'Education', 'Health']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/420/016/datas/medium_square.png,item-04858,2021-03-01,2021-03-14
cmd-f 2021,Online,$CAD,16320,158,nwPlus,"Mar 06 - 07, 2021",False,['Social Good'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/402/697/datas/medium_square.png,item-04859,2021-03-06,2021-03-07
Pega Community Hackathon 2021,Online,$,13000,639,Pegasystems,"Mar 01 - Apr 09, 2021",False,"['Productivity', 'Social Good', 'Low/No Code']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/390/317/datas/medium_square.png,item-04860,2021-03-01,2021-04-09
NanoString Spatial Omics Hackathon,Online,$,25000,594,NanoString Technologies,"Mar 01 - May 03, 2021",False,"['Health', 'Machine Learning/AI', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/411/332/datas/medium_square.png,item-04861,2021-03-01,2021-05-03
WakeHacks,Online,$,5200,46,Wake Forest University,"Mar 06 - 07, 2021",False,"['Blockchain', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/372/351/datas/medium_square.png,item-04862,2021-03-06,2021-03-07
Superposition V,Online,$,5218,305,Superposition,"Apr 09 - 11, 2021",False,"['Beginner Friendly', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/361/849/datas/medium_square.png,item-04863,2021-04-09,2021-04-11
Food Future Hack 2021,Online,$,2400,32,Food Conservation Alliance,"Mar 12 - 14, 2021",False,"['Lifehacks', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/373/565/datas/medium_square.png,item-04864,2021-03-12,2021-03-14
MoCoHacks,Virtual,$,3580,202,MoCoHacks,"Mar 19 - 21, 2021",False,"['Social Good', 'Beginner Friendly', 'Education']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/413/102/datas/medium_square.png,item-04865,2021-03-19,2021-03-21
MLH Fellowship Explorer: Sprint 1 - Batch 2,Online,$,0,60,MLH,"Mar 01 - 19, 2021",False,['Gaming'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/413/292/datas/medium_square.jpg,item-04866,2021-03-01,2021-03-19
UToledo Hacks,Online,$,360,30,ACM-W at UToledo,"Mar 26 - 28, 2021",False,"['Communication', 'Design', 'Education']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/412/951/datas/medium_square.png,item-04867,2021-03-26,2021-03-28
TuffyHacks 2021,Online,$,1330,157,CSUF ECS Community,"Mar 27 - 28, 2021",False,"['Education', 'Productivity', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/392/461/datas/medium_square.png,item-04868,2021-03-27,2021-03-28
CivHacks,Online,$,13400,118,ASUC,"Apr 23 - 25, 2021",False,"['Social Good', 'Beginner Friendly']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/413/042/datas/medium_square.png,item-04869,2021-04-23,2021-04-25
HackLboro,Online,£,113,38,CodeLab,"Mar 12 - 13, 2021",False,"['Enterprise', 'Education', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/421/943/datas/medium_square.jpg,item-04870,2021-03-12,2021-03-13
